,Open.Price,High.Price,Low.Price,Close.Price,Volume,LMNIDS03,DXY,NKY,SPX,SX5E,UKX,VIX,SHSZ300
2012-08-08,15750.0,15770.0,15540.0,15740.0,6339.0,684.0,82.21,8881.16,1401.35,2440.24,5841.24,15.99,2389.8
2012-08-09,15670.0,15734.0,15487.0,15500.0,6887.0,784.0,82.39399999999998,8978.6,1402.22,2432.28,5845.92,15.32,2411.7
2012-08-10,15520.0,15555.0,15250.0,15400.0,7801.0,1249.0,82.63799999999998,8891.44,1402.8,2437.04,5851.51,15.28,2399.75
2012-08-13,15302.0,15425.0,15247.0,15375.0,8210.0,1633.0,82.553,8885.15,1405.87,2423.22,5847.11,14.74,2351.93
2012-08-14,15382.0,15650.0,15342.0,15470.0,8388.0,871.0,82.435,8929.88,1404.11,2415.96,5831.88,13.7,2357.02
2012-08-15,15525.0,15535.0,15260.0,15300.0,5424.0,867.0,82.48299999999998,8925.04,1403.93,2432.29,5864.78,14.85,2331.61
2012-08-16,15389.0,15572.0,15255.0,15525.0,6563.0,798.0,82.645,9092.76,1405.53,2430.39,5833.04,14.63,2319.67
2012-08-17,15540.0,15695.0,15383.0,15630.0,7990.0,1586.0,82.35700000000001,9162.5,1415.51,2456.53,5834.51,14.29,2313.48
2012-08-20,15615.0,15615.0,15381.0,15550.0,4349.0,559.0,82.596,9171.16,1418.16,2471.53,5852.42,13.45,2301.79
2012-08-21,15560.0,15910.0,15495.0,15825.0,12086.0,15414.0,82.456,9156.92,1418.13,2466.32,5824.37,14.02,2313.7
2012-08-22,15825.0,16109.0,15805.0,16080.0,10203.0,924.0,81.907,9131.74,1413.17,2490.27,5857.52,15.02,2295.59
2012-08-23,16098.0,16490.0,15976.0,16475.0,17472.0,1850.0,81.486,9178.12,1413.49,2452.73,5774.2,15.11,2302.2
2012-08-24,16325.0,16550.0,16201.0,16475.0,6037.0,2494.0,81.359,9070.76,1402.08,2429.17,5776.6,15.96,2275.68
2012-08-27,,,,,,,81.593,9085.39,1411.13,2434.23,,15.18,2228.2
2012-08-28,16375.0,16450.0,16200.0,16250.0,7722.0,1017.0,81.658,9033.29,1410.44,2461.82,5776.6,16.35,2238.41
2012-08-29,16300.0,16425.0,16150.0,16300.0,9699.0,1061.0,81.37,9069.81,1409.3,2442.12,5775.71,16.49,2214.81
2012-08-30,16251.0,16465.0,15950.0,15975.0,12886.0,1788.0,81.54899999999998,8983.78,1410.49,2434.23,5743.53,17.06,2211.37
2012-08-31,16074.0,16115.0,15810.0,15950.0,15970.0,2547.0,81.691,8839.91,1399.48,2403.8,5719.45,17.83,2204.87
2012-09-03,16000.0,16290.0,15950.0,16220.0,8212.0,1027.0,81.208,8783.89,,2440.71,5711.48,,2228.37
2012-09-04,16052.0,16288.0,15915.0,15950.0,8955.0,1159.0,81.208,8775.51,1406.58,2463.17,5758.41,17.47,2204.41
2012-09-05,16006.0,16115.0,15825.0,16100.0,9056.0,1032.0,81.312,8679.82,1404.94,2436.54,5672.01,17.98,2199.88
2012-09-06,16071.0,16373.0,16010.0,16060.0,12629.0,928.0,81.235,8680.57,1403.44,2441.81,5657.86,17.74,2217.82
2012-09-07,16001.0,16510.0,16001.0,16500.0,5950.0,2191.0,81.04,8871.65,1432.12,2524.95,5777.34,15.6,2317.18
2012-09-10,16401.0,16850.0,16401.0,16775.0,16545.0,1881.0,80.252,8869.37,1437.92,2538.6,5794.8,14.38,2326.67
2012-09-11,16750.0,16889.0,16500.0,16825.0,13628.0,1435.0,80.357,8807.38,1429.08,2528.53,5793.2,16.28,2311.89
2012-09-12,16767.0,17015.0,16505.0,16650.0,11853.0,1179.0,79.857,8959.96,1433.56,2557.65,5792.19,16.41,2320.07
2012-09-13,16775.0,17010.0,16574.0,16750.0,11982.0,1149.0,79.737,8995.15,1436.56,2564.8,5782.08,15.8,2298.46
2012-09-14,16980.0,17876.0,16921.0,17775.0,21198.0,2004.0,79.262,9159.39,1459.99,2543.22,5819.92,14.05,2315.54
2012-09-17,17800.0,18236.0,17680.0,18220.0,18768.0,2049.0,78.847,,1465.77,2594.56,5915.55,14.51,2258.7
2012-09-18,18025.0,18174.0,17700.0,17820.0,17027.0,1801.0,79.01,9123.77,1461.19,2583.57,5893.52,14.59,2235.24
2012-09-19,17780.0,18170.0,17730.0,17755.0,16633.0,10267.0,79.249,9232.21,1459.32,2553.4,5868.16,14.18,2246.24
2012-09-20,17691.0,17913.0,17502.0,17895.0,13420.0,1672.0,79.055,9086.98,1461.05,2567.67,5888.48,13.88,2195.95
2012-09-21,17899.0,18225.0,17896.0,18175.0,13297.0,891.0,79.411,9110.0,1460.26,2553.03,5854.64,14.07,2199.06
2012-09-24,17956.0,18095.0,17800.0,17975.0,8273.0,968.0,79.328,9069.29,1460.15,2577.08,5852.62,13.98,2215.52
2012-09-25,18040.0,18425.0,18040.0,18400.0,11598.0,1641.0,79.518,9091.54,1456.89,2557.89,5838.84,14.15,2210.15
2012-09-26,18250.0,18400.0,17910.0,18055.0,15141.0,1866.0,79.55199999999998,8906.7,1441.59,2568.48,5859.71,15.43,2184.89
2012-09-27,18100.0,18405.0,17922.0,18345.0,11087.0,1881.0,79.885,8949.87,1433.32,2498.52,5768.09,16.81,2251.72
2012-09-28,18400.0,18675.0,18400.0,18475.0,14058.0,1255.0,79.548,8870.16,1447.15,2506.06,5779.42,14.84,2293.11
2012-10-01,18401.0,18817.0,18050.0,18730.0,13300.0,1679.0,79.935,8796.51,1440.67,2454.26,5742.07,15.73,
2012-10-02,18730.0,18920.0,18280.0,18450.0,12826.0,2357.0,79.824,8786.05,1444.49,2498.81,5820.45,16.32,
2012-10-03,18400.0,18692.0,18400.0,18525.0,8974.0,801.0,79.744,8746.87,1445.75,2493.59,5809.45,15.71,
2012-10-04,18501.0,18813.0,18421.0,18675.0,7984.0,760.0,79.965,8824.59,1450.99,2492.48,5825.81,15.43,
2012-10-05,18675.0,18718.0,18225.0,18300.0,8021.0,1415.0,79.35300000000002,8863.3,1461.4,2485.75,5827.78,14.55,
2012-10-08,18265.0,18349.0,17950.0,18075.0,8151.0,711.0,79.337,,1460.93,2531.21,5871.02,14.33,2270.05
2012-10-09,18076.0,18275.0,17861.0,17930.0,8171.0,1037.0,79.54,8769.59,1455.88,2496.09,5841.74,15.11,2320.16
2012-10-10,17910.0,17930.0,17639.0,17675.0,12469.0,1533.0,79.95100000000002,8596.23,1441.48,2472.23,5810.25,16.37,2324.12
2012-10-11,17650.0,17800.0,17575.0,17725.0,10155.0,1252.0,79.917,8546.78,1432.56,2456.54,5776.71,16.29,2302.53
2012-10-12,17665.0,17745.0,17074.0,17075.0,14719.0,3112.0,79.775,8534.12,1432.84,2487.08,5829.75,15.59,2304.53
2012-10-15,17099.0,17341.0,16950.0,17095.0,12929.0,1019.0,79.667,8577.93,1428.59,2469.09,5793.32,16.14,2294.86
2012-10-16,17127.0,17275.0,16817.0,16930.0,13252.0,13636.0,79.742,8701.31,1440.13,2485.12,5805.61,15.27,2298.16
2012-10-17,16975.0,17181.0,16805.0,17180.0,8681.0,994.0,79.405,8806.55,1454.92,2547.9,5870.54,15.22,2300.8
2012-10-18,17179.0,17350.0,17153.0,17320.0,8939.0,1416.0,79.016,8982.86,1460.91,2569.83,5910.91,15.07,2336.08
2012-10-19,17301.0,17320.0,16899.0,16950.0,7768.0,1813.0,79.367,9002.68,1457.34,2574.19,5917.05,15.03,2332.47
2012-10-22,16875.0,17000.0,16575.0,16590.0,10739.0,1432.0,79.62100000000002,9010.71,1433.19,2542.24,5896.15,17.06,2341.59
2012-10-23,16699.0,16704.0,16139.0,16355.0,12740.0,1150.0,79.652,9014.25,1433.82,2531.1,5882.91,16.62,2312.08
2012-10-24,16400.0,16430.0,16250.0,16400.0,6646.0,756.0,79.976,8954.3,1413.11,2477.92,5797.91,18.83,2307.78
2012-10-25,16400.0,16561.0,16125.0,16130.0,9082.0,1127.0,79.914,9055.2,1408.75,2490.58,5804.78,18.33,2291.24
2012-10-26,16200.0,16276.0,15905.0,16005.0,12661.0,1537.0,80.044,8933.06,1412.97,2483.43,5805.05,18.12,2247.91
2012-10-29,16050.0,16125.0,15758.0,15970.0,9863.0,1178.0,80.068,8929.34,,2496.1,5806.71,,2235.85
2012-10-30,15966.0,16145.0,15860.0,16050.0,6195.0,661.0,80.232,8841.98,,2478.84,5795.1,,2239.88
2012-10-31,16100.0,16400.0,16070.0,16195.0,13530.0,1277.0,79.931,8928.29,1411.94,2515.99,5849.9,17.81,2254.82
2012-11-01,16200.0,16480.0,16200.0,16300.0,9301.0,1161.0,79.919,8946.87,1412.16,2503.64,5782.7,18.6,2297.88
2012-11-02,16401.0,16410.0,15932.0,15975.0,9608.0,1522.0,80.047,9051.22,1427.59,2533.87,5861.92,16.69,2306.77
2012-11-05,16001.0,16030.0,15760.0,15900.0,9956.0,1075.0,80.593,9007.44,1414.2,2547.15,5868.55,17.59,2301.88
2012-11-06,15925.0,16180.0,15925.0,16075.0,7088.0,860.0,80.749,8975.15,1417.26,2517.67,5839.06,18.42,2292.21
2012-11-07,16125.0,16434.0,15860.0,15995.0,9921.0,790.0,80.613,8972.89,1428.39,2535.94,5884.9,17.58,2287.51
2012-11-08,15992.0,16176.0,15873.0,16160.0,6197.0,599.0,80.759,8837.15,1394.53,2479.1,5791.63,19.08,2245.41
2012-11-09,16200.0,16247.0,15915.0,15950.0,8461.0,944.0,80.793,8757.6,1377.51,2479.13,5776.05,18.49,2240.92
2012-11-12,16045.0,16093.0,15920.0,16075.0,5511.0,587.0,81.02600000000002,8676.44,1379.85,2479.82,5769.68,18.61,2251.85
2012-11-13,16030.0,16250.0,15850.0,16050.0,9504.0,1330.0,81.035,8661.05,1380.03,2473.52,5767.27,16.68,2212.44
2012-11-14,16049.0,16272.0,16000.0,16155.0,8105.0,764.0,81.084,8664.73,1374.53,2493.14,5786.25,16.65,2223.11
2012-11-15,16101.0,16179.0,15900.0,15910.0,7923.0,1162.0,81.056,8829.72,1355.49,2472.84,5722.01,17.92,2193.62
2012-11-16,15990.0,16124.0,15800.0,15960.0,12426.0,1740.0,81.078,9024.16,1353.33,2461.77,5677.75,17.99,2177.24
2012-11-19,16060.0,16476.0,16060.0,16475.0,13050.0,1448.0,81.257,9153.2,1359.88,2427.32,5605.59,16.41,2174.99
2012-11-20,16420.0,16698.0,16355.0,16605.0,15324.0,5536.0,80.874,9142.64,1386.89,2495.21,5737.66,15.24,2164.88
2012-11-21,16510.0,16696.0,16350.0,16652.0,4545.0,1098.0,80.957,9222.52,1387.81,2509.62,5748.1,15.08,2194.9
2012-11-22,16679.0,16830.0,16530.0,16555.0,9027.0,1310.0,80.932,9366.8,,2519.68,5752.03,,2177.55
2012-11-23,16600.0,16755.0,16503.0,16620.0,6479.0,1702.0,80.699,,1391.03,2535.09,5791.03,15.31,2192.68
2012-11-26,16649.0,16775.0,16450.0,16455.0,6978.0,1084.0,80.192,9388.94,1409.15,2557.03,5819.14,15.14,2175.6
2012-11-27,16551.0,16951.0,16550.0,16950.0,11846.0,1583.0,80.251,9423.3,1406.29,2542.52,5786.72,15.5,2150.64
2012-11-28,16920.0,17110.0,16805.0,16980.0,17908.0,1974.0,80.402,9308.35,1398.94,2543.45,5799.71,15.92,2129.16
2012-11-29,16965.0,17350.0,16900.0,17000.0,15595.0,2725.0,80.336,9400.88,1409.93,2546.84,5803.28,15.51,2115.68
2012-11-30,17050.0,17651.0,17030.0,17650.0,18883.0,3979.0,80.204,9446.01,1415.95,2581.69,5870.3,15.06,2139.66
2012-12-03,17550.0,17720.0,17490.0,17500.0,12846.0,1540.0,80.153,9458.18,1416.18,2575.25,5866.82,15.87,2108.85
2012-12-04,17547.0,17547.0,17300.0,17505.0,12820.0,2061.0,79.882,9432.46,1409.46,2582.36,5871.24,16.64,2131.47
2012-12-05,17440.0,17595.0,17391.0,17550.0,10143.0,1093.0,79.64399999999998,9468.84,1407.05,2590.83,5869.04,17.12,2207.88
2012-12-06,17560.0,17628.0,17150.0,17200.0,12206.0,1064.0,79.774,9545.16,1409.28,2592.09,5892.08,16.46,2203.6
2012-12-07,17199.0,17285.0,17055.0,17225.0,7374.0,978.0,80.258,9527.39,1413.94,2603.41,5901.42,16.58,2246.76
2012-12-10,17290.0,17867.0,17262.0,17780.0,13766.0,1717.0,80.408,9533.75,1418.07,2601.37,5914.4,15.9,2271.05
2012-12-11,17780.0,17840.0,17671.0,17800.0,9877.0,2009.0,80.328,9525.32,1418.55,2596.02,5921.63,16.05,2258.5
2012-12-12,17795.0,17910.0,17699.0,17700.0,8942.0,824.0,80.061,9581.46,1427.84,2624.03,5924.97,15.57,2267.77
2012-12-13,17700.0,17745.0,17450.0,17700.0,8542.0,979.0,79.815,9742.73,1428.48,2630.34,5945.85,15.95,2242.64
2012-12-14,17600.0,17900.0,17599.0,17875.0,7914.0,863.0,79.928,9737.56,1419.45,2627.66,5929.61,16.56,2355.86
2012-12-17,17811.0,17900.0,17604.0,17605.0,5408.0,784.0,79.58,9828.88,1413.58,2630.54,5921.76,17.0,2366.7
2012-12-18,17749.0,17913.0,17660.0,17800.0,9133.0,906.0,79.568,9923.01,1430.36,2628.01,5912.15,16.34,2368.12
2012-12-19,17780.0,17835.0,17460.0,17750.0,13519.0,1414.0,79.359,10160.4,1446.79,2643.5,5935.9,15.57,2371.11
2012-12-20,17763.0,17763.0,17304.0,17575.0,18008.0,22478.0,79.26899999999998,10039.33,1435.81,2654.69,5961.59,17.36,2384.82
2012-12-21,17500.0,17600.0,17349.0,17350.0,7357.0,1066.0,79.26100000000002,9940.06,1443.69,2658.3,5958.34,17.67,2372.0
2012-12-24,17470.0,17470.0,17000.0,17305.0,4995.0,608.0,79.617,,1430.15,2651.09,5939.99,17.84,2381.22
2012-12-25,,,,,,,79.642,10080.12,,,,,2448.39
2012-12-26,,,,,,,79.67,10230.36,1426.66,,,18.59,2457.62
2012-12-27,17325.0,17500.0,17192.0,17275.0,7093.0,841.0,79.62100000000002,10322.98,1419.83,2648.53,5954.18,19.48,2444.59
2012-12-28,17365.0,17365.0,17090.0,17200.0,7540.0,1174.0,79.62,10395.18,1418.1,2659.95,5954.3,19.47,2480.05
2012-12-31,17200.0,17290.0,17025.0,17060.0,4361.0,1328.0,79.678,,1402.43,2626.85,5925.37,22.72,2522.95
2013-01-01,,,,,,,79.76899999999998,,,,,,
2013-01-02,17200.0,17725.0,17150.0,17705.0,10852.0,862.0,79.736,,1426.19,2635.93,5897.81,18.02,
2013-01-03,17616.0,17880.0,17450.0,17500.0,10443.0,882.0,79.845,,1462.42,2711.25,6027.37,14.68,
2013-01-04,17500.0,17625.0,17285.0,17355.0,10245.0,1228.0,80.382,10688.11,1459.37,2701.22,6047.34,14.56,2524.41
2013-01-07,17453.0,17510.0,17195.0,17210.0,6881.0,790.0,80.499,10599.01,1466.47,2709.35,6089.84,13.83,2535.99
2013-01-08,17340.0,17420.0,17160.0,17325.0,6507.0,1257.0,80.256,10508.06,1461.89,2695.56,6064.58,13.79,2525.33
2013-01-09,17330.0,17592.0,17300.0,17550.0,6359.0,723.0,80.345,10578.57,1457.15,2691.45,6053.63,13.62,2526.13
2013-01-10,17500.0,17700.0,17390.0,17405.0,10094.0,1506.0,80.557,10652.64,1461.02,2706.39,6098.65,13.81,2530.57
2013-01-11,17500.0,17586.0,17365.0,17585.0,6995.0,1025.0,79.738,10801.57,1472.12,2708.27,6101.51,13.49,2483.23
2013-01-14,17565.0,17653.0,17250.0,17255.0,8670.0,1225.0,79.563,,1472.05,2717.79,6121.58,13.36,2577.72
2013-01-15,17340.0,17575.0,17150.0,17500.0,11278.0,1618.0,79.488,10879.08,1470.68,2715.16,6107.86,13.52,2595.86
2013-01-16,17501.0,17626.0,17332.0,17400.0,8497.0,1007.0,79.779,10600.44,1472.34,2701.59,6117.31,13.55,2577.09
2013-01-17,17440.0,17607.0,17360.0,17600.0,9043.0,5766.0,79.804,10609.64,1472.63,2702.54,6103.98,13.42,2552.76
2013-01-18,17600.0,17722.0,17500.0,17550.0,8160.0,649.0,79.649,10913.3,1480.94,2718.93,6132.36,13.57,2595.44
2013-01-21,17600.0,17600.0,17375.0,17400.0,1767.0,827.0,80.036,10747.74,,2709.59,6154.41,,2610.9
2013-01-22,17425.0,17550.0,17322.0,17375.0,6886.0,1410.0,80.036,10709.93,1485.98,2726.63,6180.98,12.46,2596.9
2013-01-23,17524.0,17630.0,17445.0,17545.0,7129.0,647.0,79.874,10486.99,1492.56,2716.7,6179.17,12.43,2607.46
2013-01-24,17500.0,17540.0,17325.0,17390.0,8167.0,1028.0,79.92,10620.87,1494.81,2708.28,6197.64,12.46,2582.76
2013-01-25,17414.0,17470.0,17270.0,17380.0,7307.0,999.0,79.949,10926.65,1494.82,2722.96,6264.91,12.69,2571.67
2013-01-28,17342.0,17640.0,17342.0,17625.0,8394.0,1472.0,79.748,10824.31,1502.96,2744.18,6284.45,12.89,2651.86
2013-01-29,17580.0,17870.0,17540.0,17829.0,4304.0,2480.0,79.78,10866.72,1500.18,2744.5,6294.41,13.57,2675.87
2013-01-30,17850.0,18385.0,17800.0,18365.0,21987.0,1972.0,79.564,11113.95,1507.84,2749.27,6339.19,13.31,2688.71
2013-01-31,18305.0,18594.0,18263.0,18325.0,21165.0,2806.0,79.281,11138.66,1501.96,2732.12,6323.11,14.32,2686.88
2013-02-01,18329.0,18650.0,18300.0,18625.0,11526.0,1283.0,79.207,11191.34,1498.11,2702.98,6276.88,14.28,2743.32
2013-02-04,18622.0,18770.0,18550.0,18725.0,7739.0,782.0,79.125,11260.35,1513.17,2710.08,6347.24,12.9,2748.03
2013-02-05,18617.0,18760.0,18475.0,18700.0,9640.0,1074.0,79.554,11046.92,1495.71,2625.17,6246.84,14.67,2771.68
2013-02-06,18720.0,18765.0,18310.0,18325.0,10958.0,1742.0,79.488,11463.75,1511.29,2651.21,6282.76,13.72,2775.84
2013-02-07,18353.0,18365.0,18130.0,18175.0,9524.0,2068.0,79.721,11357.07,1512.12,2617.35,6295.34,13.41,2759.87
2013-02-08,18150.0,18456.0,18149.0,18320.0,6618.0,876.0,80.192,11153.16,1509.39,2597.92,6228.42,13.5,2771.72
2013-02-11,18389.0,18391.0,18155.0,18165.0,4600.0,682.0,80.24600000000002,,1517.93,2630.3,6263.93,13.02,
2013-02-12,18210.0,18375.0,18121.0,18365.0,4895.0,620.0,80.31,11369.12,1517.01,2622.61,6277.06,12.94,
2013-02-13,18320.0,18495.0,18310.0,18375.0,6193.0,1585.0,80.10600000000002,11251.41,1519.43,2648.83,6338.38,12.64,
2013-02-14,18381.0,18480.0,18197.0,18255.0,4977.0,488.0,80.09100000000002,11307.28,1520.33,2656.86,6359.11,12.98,
2013-02-15,18285.0,18385.0,18175.0,18380.0,9854.0,15127.0,80.458,11173.83,1521.38,2635.35,6327.36,12.66,
2013-02-18,18387.0,18387.0,17816.0,17855.0,12707.0,1320.0,80.58,11407.87,,2615.26,6328.26,,2737.47
2013-02-19,17940.0,17980.0,17350.0,17390.0,15765.0,1562.0,80.627,11372.34,1519.79,2616.65,6318.19,12.46,2685.61
2013-02-20,17445.0,17540.0,16970.0,17170.0,19736.0,2829.0,80.468,11468.28,1530.94,2662.37,6379.07,12.31,2702.64
2013-02-21,17000.0,17037.0,16600.0,16635.0,21068.0,1977.0,81.069,11309.13,1511.95,2640.35,6395.37,14.68,2610.55
2013-02-22,16775.0,17050.0,16619.0,16975.0,16514.0,1351.0,81.461,11385.94,1502.42,2579.76,6291.54,15.22,2596.6
2013-02-25,16900.0,16978.0,16688.0,16705.0,12157.0,1556.0,81.482,11662.52,1515.6,2630.05,6335.7,14.17,2604.96
2013-02-26,16705.0,16768.0,16465.0,16645.0,16037.0,1527.0,81.67,11398.81,1487.85,2651.86,6355.37,18.99,2567.59
2013-02-27,16778.0,16850.0,16640.0,16725.0,8119.0,1920.0,81.87,11253.97,1496.94,2570.52,6270.44,16.87,2594.68
2013-02-28,16800.0,16861.0,16599.0,16600.0,14540.0,2554.0,81.602,11559.36,1515.99,2611.89,6325.88,14.73,2673.33
2013-03-01,16650.0,16775.0,16372.0,16605.0,14350.0,1401.0,81.949,11606.38,1514.68,2633.55,6360.81,15.51,2668.84
2013-03-04,16655.0,16739.0,16450.0,16475.0,8111.0,926.0,82.31299999999997,11652.29,1518.2,2616.75,6378.6,15.36,2545.72
2013-03-05,16560.0,16710.0,16493.0,16700.0,9581.0,865.0,82.195,11683.45,1525.2,2619.78,6345.63,14.01,2622.81
2013-03-06,16680.0,16740.0,16525.0,16525.0,6990.0,1021.0,82.087,11932.27,1539.79,2683.02,6431.95,13.48,2650.2
2013-03-07,16570.0,16724.0,16550.0,16650.0,6586.0,551.0,82.459,11968.08,1541.46,2679.89,6427.64,13.53,2619.48
2013-03-08,16650.0,16750.0,16511.0,16735.0,6392.0,817.0,82.081,12283.62,1544.26,2690.85,6439.16,13.06,2606.93
2013-03-11,16678.0,16895.0,16530.0,16895.0,9538.0,1199.0,82.696,12349.05,1551.18,2728.78,6483.58,12.59,2592.37
2013-03-12,16875.0,17088.0,16747.0,17030.0,11043.0,1165.0,82.573,12314.81,1556.22,2718.71,6503.63,11.56,2555.61
2013-03-13,17000.0,17167.0,16935.0,16945.0,6625.0,654.0,82.584,12239.66,1552.48,2711.85,6510.62,12.27,2527.49
2013-03-14,16997.0,17244.0,16881.0,17225.0,9301.0,969.0,82.889,12381.19,1554.52,2704.73,6481.5,11.83,2534.27
2013-03-15,17185.0,17340.0,16891.0,16900.0,11942.0,1852.0,82.60600000000002,12560.95,1563.23,2744.7,6529.41,11.3,2539.87
2013-03-18,16867.0,16867.0,16525.0,16605.0,13652.0,1662.0,82.26100000000002,12220.63,1560.7,2725.72,6489.65,11.3,2502.49
2013-03-19,16625.0,16693.0,16490.0,16630.0,3243.0,7647.0,82.694,12468.23,1552.1,2705.47,6457.92,13.36,2525.1
2013-03-20,16601.0,16870.0,16567.0,16815.0,7728.0,799.0,82.98899999999998,,1548.34,2671.96,6441.32,14.39,2610.17
2013-03-21,16815.0,16975.0,16771.0,16895.0,10340.0,1322.0,82.779,12635.69,1558.71,2708.9,6432.7,12.67,2614.99
2013-03-22,16900.0,17209.0,16780.0,17150.0,9530.0,1987.0,82.74,12338.53,1545.8,2683.92,6388.55,13.99,2618.31
2013-03-25,17140.0,17210.0,16880.0,16975.0,5479.0,559.0,82.376,12546.46,1556.89,2681.67,6392.76,13.57,2613.1
2013-03-26,16987.0,17134.0,16751.0,16780.0,7036.0,811.0,82.82799999999997,12471.62,1551.69,2649.28,6378.38,13.74,2575.05
2013-03-27,16847.0,16896.0,16635.0,16850.0,6874.0,725.0,82.881,12493.79,1563.77,2641.12,6399.37,12.77,2583.53
2013-03-28,16875.0,16875.0,16580.0,16660.0,3280.0,1059.0,83.221,12335.96,1562.85,2612.46,6387.56,13.15,2499.3
2013-03-29,,,,,,,82.99600000000002,12397.91,,,,,2495.08
2013-04-01,,,,,,,82.976,12135.02,1569.19,,,12.7,2493.19
2013-04-02,16604.0,16660.0,16244.0,16380.0,15514.0,1981.0,82.73299999999998,12003.43,1562.17,2624.02,6411.74,13.58,2486.39
2013-04-03,16380.0,16382.0,16030.0,16105.0,12881.0,1851.0,82.92399999999998,12362.2,1570.25,2679.8,6490.66,12.78,2483.55
2013-04-04,16060.0,16250.0,15980.0,16100.0,11542.0,1214.0,82.71799999999998,12634.54,1553.69,2639.01,6420.28,14.21,
2013-04-05,16075.0,16245.0,15949.0,15950.0,8069.0,1467.0,82.677,12833.64,1559.98,2621.43,6344.12,13.89,
2013-04-08,15975.0,16282.0,15975.0,16050.0,6780.0,728.0,82.49600000000002,13192.59,1553.28,2585.28,6249.78,13.92,2472.3
2013-04-09,16145.0,16275.0,16110.0,16205.0,6420.0,764.0,82.75200000000002,13192.35,1563.07,2589.25,6276.94,13.19,2489.43
2013-04-10,16205.0,16345.0,16049.0,16050.0,7070.0,1027.0,82.309,13288.13,1568.61,2595.13,6313.21,12.84,2485.31
2013-04-11,16100.0,16275.0,16030.0,16270.0,8476.0,804.0,82.53200000000002,13549.16,1587.73,2661.62,6387.37,12.36,2477.88
2013-04-12,16249.0,16250.0,15835.0,15850.0,11186.0,1692.0,82.24700000000001,13485.14,1593.37,2674.33,6416.14,12.24,2462.11
2013-04-15,15850.0,15879.0,15396.0,15695.0,19098.0,1907.0,82.311,13275.66,1588.85,2633.47,6384.39,12.06,2436.82
2013-04-16,15680.0,15910.0,15350.0,15705.0,13426.0,1332.0,82.417,13221.44,1552.36,2624.71,6343.6,17.27,2459.59
2013-04-17,15750.0,15815.0,15360.0,15425.0,14202.0,15713.0,81.749,13382.89,1574.57,2609.3,6304.58,13.96,2458.47
2013-04-18,15350.0,15595.0,15180.0,15550.0,10577.0,1049.0,82.684,13220.07,1552.01,2553.49,6244.21,16.51,2464.85
2013-04-19,15575.0,15575.0,15160.0,15170.0,11478.0,1377.0,82.559,13316.48,1541.61,2555.5,6243.67,17.56,2533.83
2013-04-22,15175.0,15368.0,15092.0,15300.0,8799.0,974.0,82.714,13568.37,1555.25,2575.16,6286.59,14.97,2530.67
2013-04-23,15275.0,15277.0,15100.0,15130.0,11722.0,959.0,82.676,13529.65,1562.5,2583.62,6280.62,14.39,2449.47
2013-04-24,15075.0,15312.0,15075.0,15270.0,9131.0,1340.0,83.04799999999999,13843.46,1578.78,2662.88,6406.12,13.48,2495.58
2013-04-25,15299.0,15568.0,15182.0,15415.0,11772.0,1147.0,83.04799999999999,13926.08,1578.79,2702.05,6431.76,13.61,2467.88
2013-04-26,15496.0,15541.0,15181.0,15205.0,9473.0,850.0,82.744,13884.13,1585.16,2704.41,6442.59,13.62,2447.31
2013-04-29,15200.0,15501.0,15181.0,15500.0,7314.0,727.0,82.50200000000002,,1582.24,2683.43,6426.42,13.61,
2013-04-30,15438.0,15500.0,15201.0,15390.0,11042.0,1503.0,82.147,13860.86,1593.61,2717.38,6458.02,13.71,
2013-05-01,15300.0,15315.0,14743.0,14825.0,15248.0,1469.0,81.74600000000002,13799.35,1597.57,2712.0,6430.12,13.52,
2013-05-02,14750.0,14930.0,14609.0,14680.0,14802.0,1778.0,81.484,13694.04,1582.7,2711.74,6451.29,14.49,2449.64
2013-05-03,14800.0,15226.0,14770.0,15225.0,5522.0,1928.0,82.22399999999998,,1597.59,2718.9,6460.71,13.59,2492.91
2013-05-06,,,,,,,82.125,,1614.42,2763.68,,12.85,2525.98
2013-05-07,15184.0,15200.0,14940.0,15195.0,10250.0,1130.0,82.315,14180.24,1617.5,2750.52,6521.46,12.66,2529.94
2013-05-08,15162.0,15560.0,15125.0,15405.0,10910.0,1386.0,82.25299999999999,14285.69,1625.96,2769.08,6557.3,12.83,2542.8
2013-05-09,15402.0,15522.0,15280.0,15285.0,9872.0,958.0,81.896,14191.48,1632.69,2784.62,6583.48,12.66,2527.79
2013-05-10,15283.0,15457.0,15239.0,15360.0,11022.0,1323.0,82.79299999999998,14607.54,1626.67,2773.16,6592.74,13.13,2540.84
2013-05-13,15440.0,15510.0,15275.0,15280.0,7144.0,648.0,83.14299999999999,14782.21,1633.7,2785.24,6624.98,12.59,2530.77
2013-05-14,15340.0,15390.0,15101.0,15105.0,8428.0,1110.0,83.277,14758.42,1633.77,2777.39,6631.76,12.55,2493.34
2013-05-15,15147.0,15188.0,14828.0,14905.0,8977.0,938.0,83.595,15096.03,1650.34,2795.63,6686.06,12.77,2506.93
2013-05-16,14900.0,15000.0,14815.0,14900.0,8684.0,815.0,83.83,15037.24,1658.78,2809.58,6693.55,12.81,2552.71
2013-05-17,14888.0,15000.0,14821.0,14825.0,10261.0,1668.0,83.588,15138.12,1650.47,2806.7,6687.8,13.07,2592.05
